national_id,name,description
6,Charizard,"Its wings can carry this Pokemon close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
6,Charizard,"Its wings can carry this POKeMON close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
6,Charizard,It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
6,Charizard,It is said that Charizard's fire burns hotter if it has experienced harsh battles.
6,Charizard,It is said that CHARIZARD's fire burns hotter if it has experienced harsh battles.
6,Charizard,"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a light blue shade."
6,Charizard,"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies."
6,Charizard,"CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself."
6,Charizard,"A CHARIZARD flies about in search of strong opponents. It breathes intense flames that can melt any material. However, it will never torch a weaker foe."
7,Squirtle,"When it feels threatened, it draws its legs inside its shell and sprays water from its mouth."
7,Squirtle,"When it retracts its long neck into its shell, it squirts out water with vigorous force."
7,Squirtle,"After birth, its back swells and hardens into a shell. It powerfully sprays foam from its mouth."
7,Squirtle,"Its shell is not just for protection. Its rounded shape and the grooves on its surface minimize resistance in water, enabling SQUIRTLE to swim at high speeds."
7,Squirtle,"The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it."
7,Squirtle,"The shell, which hardens soon after it is born, is resilient. If you poke it, it will bounce back out."
7,Squirtle,"SQUIRTLE's shell is not merely used for protection. The shell's rounded shape and the grooves on its surface help minimize resistance in water, enabling this POKeMON to swim at high speeds."
7,Squirtle,Shoots water at prey while in the water. Withdraws into its shell when in danger.
7,Squirtle,"When it retracts its long neck into its shell, it squirts out water with vigorous force."
7,Squirtle,"The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it."
7,Squirtle,"The shell, which hardens soon after it is born, is resilient. If you poke it, it will bounce back out."
7,Squirtle,"It shelters itself in its shell, then strikes back with spouts of water at every opportunity."
7,Squirtle,It shelters itself in its shell then strikes back with spouts of water at every opportunity.
7,Squirtle,"It shelters itself in its shell, then strikes back with spouts of water at every opportunity."
7,Squirtle,Shoots water at prey while in the water. Withdraws into its shell when in danger.
7,Squirtle,"Squirtle's shell is not merely used for protection. The shell's rounded shape and the grooves on its surface help minimize resistance in water, enabling this Pokemon to swim at high speeds."
7,Squirtle,Shoots water at prey while in the water. Withdraws into its shell when in danger.
7,Squirtle,"After birth, its back swells and hardens into a shell. Powerfully sprays foam from its mouth."
7,Squirtle,"When it feels threatened, it draws its limbs inside its shell and sprays water from its mouth."
7,Squirtle,"It shelters itself in its shell, then strikes back with spouts of water at every opportunity."
8,Wartortle,"When tapped, this Pokemon will pull in its head, but its tail will still stick out a little bit."
8,Wartortle,"It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity."
8,Wartortle,"Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as Wartortle ages. The scratches on its shell are evidence of this Pokemon's toughness as a battler."
8,Wartortle,It cleverly controls its furry ears and tail to maintain its balance while swimming.
8,Wartortle,"It is recognized as a symbol of longevity. If its shell has algae on it, that Wartortle is very old."
8,Wartortle,"It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity."
8,Wartortle,"When tapped on its head, this Pokemon will pull it in, but its tail will stick out a little bit."
8,Wartortle,It cleverly controls its furry ears and tail to maintain its balance while swimming.
8,Wartortle,"Its large tail is covered with rich, thick fur that deepens in color with age. The scratches on its shell are evidence of this POKeMON's toughness in battle."
8,Wartortle,"It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity."
8,Wartortle,"Often hides in water to stalk unwary prey. For swimming fast, it moves its ears to maintain balance."
8,Wartortle,"It is a well-established symbol of longevity. If its shell has algae on it, that WARTORTLE is very old."
8,Wartortle,"It is recognized as a symbol of longevity. If its shell has algae on it, that WARTORTLE is very old."
8,Wartortle,It cleverly controls its furry ears and tail to maintain its balance while swimming.
8,Wartortle,"When tapped, this POKeMON will pull in its head, but its tail will still stick out a little bit."
8,Wartortle,"Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as WARTORTLE ages. The scratches on its shell are evidence of this POKeMON's toughness as a battler."
8,Wartortle,This POKeMON is very popular as a pet. Its fur-covered tail is a symbol of its longevity.
8,Wartortle,"It often hides in water to stalk unwary prey. For fast swimming, it moves its ears to maintain balance."
8,Wartortle,"Its long, furry tail is a symbol of longevity, making it quite popular among older people."
9,Blastoise,It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
9,Blastoise,"Once it takes aim at its enemy, it blasts out water with even more force than a fire hose."
9,Blastoise,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
9,Blastoise,The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
9,Blastoise,A brutal POKeMON with pressurized water jets on its shell. They are used for high speed tackles.
9,Blastoise,"Once it takes aim at its enemy, it blasts out water with even more force than a fire hose."
9,Blastoise,The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
9,Blastoise,Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
9,Blastoise,BLASTOISE has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
9,Blastoise,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
9,Blastoise,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
9,Blastoise,The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
9,Blastoise,It firmly plants its feet on the ground before shooting water from the jets on its back.
9,Blastoise,It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
9,Blastoise,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
9,Blastoise,The pressurized water jets on this brutal Pokemon's shell are used for high-speed tackles.
9,Blastoise,The pressurized water jets on this brutal POKeMON's shell are used for high-speed tackles.
9,Blastoise,The waterspouts that protrude from its shell are highly accurate. Their bullets of water can precisely nail tin cans from a distance of over 160 feet.
9,Blastoise,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
10,Caterpie,Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.
10,Caterpie,Its feet have suction cups designed to stick to any surface. It tenaciously climbs trees to forage.
10,Caterpie,It crawls into foliage where it camouflages itself among leaves that are the same color as its body.
10,Caterpie,"CATERPIE has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this POKeMON releases a terrifically strong odor."
10,Caterpie,"It is covered with a green skin. When it grows, it sheds the skin, covers itself with silk, and becomes a cocoon."
10,Caterpie,Its feet have suction cups designed to stick to any surface. It tenaciously climbs trees to forage.
10,Caterpie,"For protection, it releases a horrible stench from the antennae on its head to drive away enemies."
10,Caterpie,"For protection, it releases a horrible stench from the antenna on its head to drive away enemies."
10,Caterpie,"Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokemon releases a terrifically strong odor."
10,Caterpie,It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.
10,Caterpie,Its voracious appetite compels it to devour leaves bigger than itself without hesitation. It releases a terribly strong odor from its antennae.
10,Caterpie,"Its body is soft and weak. In nature, its perpetual fate is to be seen by others as food."
10,Caterpie,"Perhaps because it would like to grow up quickly, it has a voracious appetite, eating a hundred leaves a day."
10,Caterpie,"When attacked by bird Pokemon, it resists by releasing a terrifically strong odor from its antennae, but it often becomes their prey."
10,Caterpie,"If you touch the feeler on top of its head, it will release a horrible stink to protect itself."
10,Caterpie,Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.
10,Caterpie,"If you touch the feeler on top of its head, it will release a horrible stink to protect itself."
10,Caterpie,Its feet have suction cups designed to stick to any surface. It tenaciously climbs trees to forage.
10,Caterpie,"For protection, it releases a horrible stench from the antennae on its head to drive away enemies."
10,Caterpie,It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.
10,Caterpie,"For protection, it releases a horrible stench from the antenna on its head to drive away enemies."
10,Caterpie,Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.
10,Caterpie,"It's easy to catch, and it grows quickly, making it one of the top recommendations for novice Pokemon Trainers."
11,Metapod,"This POKeMON is vulnerable to attack while its shell is soft, exposing its weak and tender body."
11,Metapod,Its shell is as hard as an iron slab. A METAPOD does not move very much because it is preparing its soft innards for evolution inside the shell.
11,Metapod,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
11,Metapod,"This POKeMON is vulnerable to attack while its shell is soft, exposing its weak and tender body."
11,Metapod,"Hardens its shell to protect itself. However, a large impact may cause it to pop out of its shell."
11,Metapod,"Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell."
11,Metapod,It prepares for evolution by hardening its shell as much as possible to protect its soft body.
11,Metapod,"This is its pre-evolved form. At this stage, it can only harden, so it remains motionless to avoid attack."
11,Metapod,"Even though it is encased in a sturdy shell, the body inside is tender. It can't withstand a harsh attack."
11,Metapod,The shell covering this Pokemon's body is as hard as an iron slab. Metapod does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.
11,Metapod,It prepares for evolution by hardening its shell as much as possible to protect its soft body.
11,Metapod,"This Pokemon is vulnerable to attack while its shell is soft, exposing its weak and tender body."
11,Metapod,Its shell is filled with its soft innards. It doesn't move much because of the risk it might carelessly spill its innards out.
11,Metapod,"Its shell is hard, but it's still just a bug shell. It's been known to break, so intense battles with it should be avoided."
11,Metapod,Its shell is filled with a thick liquid. All of the cells throughout its body are being rebuilt in preparation for evolution.
11,Metapod,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
11,Metapod,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
11,Metapod,"Its hard shell doesn't crack a bit even if Pikipek pecks at it, but it will tip over, spilling out its insides."
11,Metapod,"Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell."
11,Metapod,"Hardens its shell to protect itself. However, a large impact may cause it to pop out of its shell."
11,Metapod,"It is waiting for the moment to evolve. At this stage, it can only harden, so it remains motionless to avoid attack."
11,Metapod,"Even though it is encased in a sturdy shell, the body inside is tender. It can't withstand a harsh attack."
11,Metapod,The shell covering this POKeMON's body is as hard as an iron slab. METAPOD does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.
12,Butterfree,"It flits from flower to flower, collecting honey. It can even identify distant flowers in bloom."
12,Butterfree,"Water-repellent powder on its wings enables it to collect honey, even in the heaviest of rains."
12,Butterfree,It collects honey every day. It rubs honey onto the hairs on its legs to carry it back to its nest.
12,Butterfree,"Its wings, covered with poisonous powders, repel water. This allows it to fly in the rain."
12,Butterfree,"In battle, it flaps its wings at high speed to release highly toxic dust into the air."
12,Butterfree,"BUTTERFREE has a superior ability to search for delicious honey from flowers. It can even search out, extract, and carry honey from flowers that are blooming over six miles from its nest."
12,Butterfree,It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.
12,Butterfree,"The wings are protected by rain-repellent dust. As a result, this POKeMON can fly about even in rain."
12,Butterfree,It collects honey every day. It rubs honey onto the hairs on its legs to carry it back to its nest.
12,Butterfree,"In battle, it flaps its wings at great speed to release highly toxic dust into the air."
12,Butterfree,"Its wings, covered with poisonous powder, repel water. This allows it to fly in the rain."
12,Butterfree,"Nectar from pretty flowers is its favorite food. In fields of flowers, it has heated battles with Cutiefly for territory."
12,Butterfree,"Its wings are covered in toxic scales. If it finds bird Pokemon going after Caterpie, Butterfree sprinkles its scales on them to drive them off."
12,Butterfree,Close examination of its large eyes reveals that each eye is composed of a myriad of tiny eyes.
12,Butterfree,"Butterfree has a superior ability to search for delicious honey from flowers. It can even search out, extract, and carry honey from flowers that are blooming over six miles from its nest."
12,Butterfree,"When attacked by other Pokemon, it defends itself by scattering its poisonous scales and fluttering its wings."
12,Butterfree,It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.
12,Butterfree,"Water-repellent powder on its wings enables it to collect honey, even in the heaviest of rains."
12,Butterfree,It collects honey every day. It rubs honey onto the hairs on its legs to carry it back to its nest.
12,Butterfree,It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.
12,Butterfree,"It has a superior ability to search for delicious honey from flowers. It can seek, extract, and carry honey from flowers blooming over six miles away."
12,Butterfree,"In battle, it flaps its wings at great speed to release highly toxic dust into the air."
12,Butterfree,"The wings are protected by rain-repellent dust. As a result, this Pokemon can fly about even in rain."
13,Weedle,It eats its weight in leaves every day. It fends off attackers with the needle on its head.
13,Weedle,A WEEDLE has an extremely acute sense of smell. It distinguishes its favorite kinds of leaves from those it dislikes by sniffing with its big red proboscis (nose).
13,Weedle,It attacks using a two-inch poison barb on its head. It can usually be found under the leaves it eats.
13,Weedle,It eats its weight in leaves every day. It fends off attackers with the needle on its head.
13,Weedle,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head."
13,Weedle,Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.
13,Weedle,Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.
13,Weedle,Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.
13,Weedle,Beware of the sharp stinger on its head. It hides in grass and bushes where it eats leaves.
13,Weedle,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).
13,Weedle,"Often found in forests, eating leaves. It has a sharp venomous stinger on its head."
13,Weedle,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head."
13,Weedle,WEEDLE has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).
13,Weedle,"Often found in forests, eating leaves. It has a sharp stinger on its head that injects poison."
13,Weedle,It attacks using a two-inch poison barb on its head. It can usually be found under the leaves it eats.
13,Weedle,Beware of the sharp stinger on its head. It hides in grass and bushes where it eats leaves.
13,Weedle,The barb on top of its head secretes a strong poison. It uses this toxic barb to protect itself.
14,Kakuna,"Nearly incapable of movement, it leans against stout trees while waiting for its evolution."
14,Kakuna,"Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy."
14,Kakuna,"KAKUNA remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch."
14,Kakuna,"From this form, it will grow into an adult. As its body becomes softer, the external shell hardens."
14,Kakuna,"Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked."
14,Kakuna,"Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy."
14,Kakuna,"Almost incapable of moving, this POKeMON can only harden its shell to protect itself from predators."
14,Kakuna,"Kakuna remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch."
14,Kakuna,"Almost incapable of moving, this Pokemon can only harden its shell to protect itself when it is in danger."
14,Kakuna,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
14,Kakuna,"From this form, it will grow into an adult. As its body becomes softer, the external shell hardens."
14,Kakuna,"Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked."
14,Kakuna,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
14,Kakuna,"It remains virtually immobile while it clings to a tree. However, on the inside, it busily prepares for evolution. This is evident from how hot its shell becomes."
14,Kakuna,"Almost incapable of moving, this POKeMON can only harden its shell to protect itself when it is in danger."
14,Kakuna,This POKeMON is in a temporary stage while making its body. It is almost completely unable to move on its own.
14,Kakuna,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
15,Beedrill,"BEEDRILL is extremely territorial. No one should ever approach its nest - this is for their own safety. If angered, they will attack in a furious swarm."
15,Beedrill,"It uses sharp, poisonous stings to defeat prey, then takes the victim back to its nest for food."
15,Beedrill,It has three poison barbs. The barb on its tail secretes the most powerful poison.
15,Beedrill,It can take down any opponent with its powerful poison stingers. It sometimes attacks in swarms.
15,Beedrill,It has 3 poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.
15,Beedrill,Flies at high speed and attacks using its large venomous stingers on its forelegs and tail.
15,Beedrill,"Its best attack involves flying around at high speed, striking with poison needles, then flying off."
15,Beedrill,"May appear in a swarm. Flies at violent speeds, all the while stabbing with the toxic stinger on its rear."
15,Beedrill,"A BEEDRILL is extremely territorial. For safety reasons, no one should ever approach its nest. If angered, they will attack in a swarm."
15,Beedrill,It can take down any opponent with its powerful poison stingers. It sometimes attacks in swarms.
15,Beedrill,It has three poison barbs. The barb on its tail secretes the most powerful poison.
15,Beedrill,"Its best attack involves flying around at high speed, striking with poison needles, then flying off."
15,Beedrill,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.
15,Beedrill,"Beedrill is extremely territorial. No one should ever approach its nest--this is for their own safety. If angered, they will attack in a furious swarm."
15,Beedrill,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.
15,Beedrill,It flies at high speed and attacks using the large venomous stingers on its forelegs and tail.
15,Beedrill,"May appear in a swarm. Flies at violent speeds, all the while stabbing with the toxic stinger on its rear."
16,Pidgey,"It has an extremely sharp sense of direction. It can unerringly return home to its nest, however far it may be removed from its familiar surroundings."
16,Pidgey,"Very docile. If attacked, it will often kick up sand to protect itself rather than fight back."
16,Pidgey,"It usually hides in tall grass. Because it dislikes fighting, it protects itself by kicking up sand."
16,Pidgey,"Common in grassy areas and forests, it is very docile and will chase off enemies by flapping up sand."
16,Pidgey,"It rapidly flaps its wings in the grass, stirring up a dust cloud that drives insect prey out into the open."
16,Pidgey,"PIDGEY has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings."
16,Pidgey,"Does not like to fight. It hides in tall grass and so on, foraging for food such as small bugs."
16,Pidgey,A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.
16,Pidgey,"It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back."
